index_number,failures,total_excess_load
1553,26.0,453.02376229807527
1554,26.0,455.80594969630783
1555,30.0,559.3869354562314
1556,29.0,580.1520102978043
1557,26.0,479.34749111460235
1558,26.0,472.1818693177188
1559,25.0,439.04727186007517
156,26.0,508.5794121907059
1560,26.0,483.8905369367229
1561,26.0,484.1415801939421
1562,26.0,477.64200490379596
1563,26.0,476.9843425278447
1564,26.0,464.04637747572497
1565,26.0,477.8229054507358
1566,26.0,476.7466679119751
1567,26.0,478.5963162813331
1568,26.0,476.6974283622868
1569,26.0,476.6941514260319
157,26.0,476.6003329506594
1570,26.0,476.775468460461
1571,26.0,478.3714203780036
1572,26.0,459.7436850098682
1573,26.0,432.2655851237858
1574,26.0,463.72226590579515
1575,26.0,465.2111290587146
1576,26.0,446.8308522911045
1577,26.0,478.4859211842423
1578,26.0,477.1042218731534
1579,26.0,476.7939186939052
158,26.0,478.1969150061826
1580,26.0,480.5701370333306
1581,26.0,467.4354435848286
1582,29.0,628.2707915399614
1583,26.0,480.6537498033857
1584,26.0,480.6413480920818
1585,27.0,503.09730784271215
1586,27.0,490.28658350992254
1587,26.0,477.2260464130099
1588,26.0,477.2717299590071
1589,26.0,450.42820858463267
159,27.0,491.8318081674903
1590,26.0,478.83357656212854
1591,26.0,478.05083603489527
1592,27.0,485.50166018976955
1593,26.0,478.8377915830058
1594,26.0,478.10796994850506
1595,26.0,477.4416059077664
1596,26.0,478.61651118014805
1597,26.0,477.9002576098876
1598,26.0,478.14508483357406
1599,26.0,476.67629634875914
16,26.0,476.9608672620542
160,25.0,475.42465345430924
1600,26.0,486.6149473600312
1601,26.0,476.71318861211444
1602,26.0,477.53183647956035
1603,26.0,483.58880706516953
1604,26.0,478.5432380981924
1605,26.0,477.88125235353215
1606,27.0,605.645898812428
1607,27.0,494.298334230377
1608,26.0,477.5972799231182
1609,27.0,984.1976594835712
161,28.0,1018.9420859734905
1610,26.0,483.6663259487789
1611,26.0,478.0569488333055
1612,26.0,483.6034333071848
1613,26.0,478.10204971040935
1614,27.0,506.9223786776591
1615,27.0,627.8154987068494
1616,26.0,481.77547323954764
1617,26.0,417.87460835099114
1618,26.0,476.84285622146706
1619,N/A,N/A
162,N/A,N/A
1620,26.0,474.89041096607195
1621,26.0,477.2845037356346
1622,27.0,473.857560806558
1623,26.0,477.39132713623997
1624,27.0,473.8789620276381
1625,26.0,508.6018743345997
1626,27.0,484.4351048928309
1627,26.0,476.4202921700547
1628,25.0,1149.4629985618176
1629,28.0,527.9213706752223
163,26.0,478.23975306264344
1630,27.0,480.49067410312756
1631,25.0,1149.7661225476159
1632,28.0,527.9887436363158
1633,27.0,480.44055181508156
1634,25.0,1150.1173132749668
1635,27.0,480.4405518140343
1636,26.0,461.3909653921724
1637,26.0,468.1710545762106
1638,26.0,478.02091722569287
1639,26.0,479.68181222779987
164,26.0,476.9941061967444
1640,26.0,476.80374644778624
1641,27.0,436.6571432876845
1642,26.0,476.7771936862752
1643,26.0,472.5805488881356
1644,26.0,478.6288377123143
1645,26.0,477.20783612104657
1646,26.0,478.3560321961828
1647,26.0,477.32731778060946
1648,26.0,476.77719368697717
1649,26.0,478.2933086735605
165,26.0,478.2946221734036
1650,26.0,476.73164220973365
1651,26.0,480.4719850873766
1652,26.0,480.19880760051797
1653,N/A,N/A
1654,0.0,0.0
1655,N/A,N/A
1656,26.0,482.57205974167454
1657,26.0,476.8333165181578
1658,26.0,476.57197952667264
1659,26.0,476.71901279891756
166,26.0,476.7346987370887
1660,26.0,479.58308268387674
1661,26.0,474.9480143830042
1662,26.0,462.5006000560182
1663,26.0,476.98576558840375
1664,26.0,479.0926279847258
1665,26.0,477.00295547210055
1666,26.0,477.98424094197054
1667,26.0,494.92571545331793
1668,26.0,455.8941429402312
1669,26.0,476.6695541309412
167,26.0,415.2114853487767
1670,28.0,606.6759155438363
1671,26.0,477.5253207597282
1672,30.0,580.8849755524793
1673,29.0,625.950450372088
1674,29.0,624.9155101320894
1675,26.0,458.3116266461187
1676,26.0,410.898862071886
1677,26.0,476.5797497365648
1678,26.0,476.5958228344341
1679,26.0,464.15619107832146
168,26.0,476.6544869189838
1680,26.0,477.00391414788487
1681,26.0,476.5799374589083
1682,26.0,476.57763785225075
1683,26.0,460.0178795800158
1684,26.0,452.0239607188073
1685,26.0,476.56171016277574
1686,26.0,476.52512093125654
1687,26.0,469.2224794828038
1688,27.0,486.0996731058246
1689,26.0,484.86184707444886
169,26.0,480.34340983054125
1690,27.0,478.45788467647486
1691,27.0,510.5178832836666
1692,26.0,478.71723736776005
1693,26.0,484.24721617268847
1694,27.0,511.21587972567653
1695,26.0,484.2281165444699
1696,26.0,482.34667063370375
1697,27.0,502.02062330421404
1698,26.0,484.21980248444817
1699,26.0,481.08013283252853
17,27.0,501.6952037545497
170,26.0,475.71738070577373
1700,27.0,539.1425175679594
1701,27.0,517.9460759539528
1702,26.0,471.4099667146834
1703,26.0,461.25736233209966
1704,26.0,477.75961918732236
1705,26.0,478.62837467948395
1706,26.0,478.50106258814617
1707,26.0,482.2912586019387
1708,25.0,686.2151821922242
1709,26.0,484.9604197404488
171,26.0,453.1598424920544
1710,26.0,474.7025803405071
1711,26.0,476.6431786731478
1712,26.0,476.6408746483137
1713,26.0,476.6865459455922
1714,26.0,457.2330083072144
1715,27.0,478.5750142998395
1716,27.0,517.6188126146076
1717,26.0,464.88443316408245
1718,27.0,675.1842398271513
1719,26.0,478.70737421005134
172,26.0,476.9568674032443
1720,26.0,479.4766435467863
1721,26.0,454.875338750826
1722,26.0,473.4304383828108
1723,N/A,N/A
1724,N/A,N/A
1725,26.0,478.33959277391716
1726,26.0,464.7985933485953
1727,26.0,478.291765874232
1728,26.0,477.59975258664656
1729,26.0,476.86347840372673
173,26.0,469.52272235488374
1730,26.0,477.63706523976737
1731,26.0,476.03587657062076
1732,26.0,480.9088025358854
1733,26.0,479.9679877433318
1734,28.0,559.628627100918
1735,26.0,500.8185056533048
1736,26.0,479.96798774348593
1737,28.0,559.628627100945
1738,26.0,495.820541404299
1739,26.0,476.985762342202
174,26.0,479.3449947415148
1740,26.0,478.97772342580186
1741,26.0,481.8468871586798
1742,26.0,457.24564481226093
1743,26.0,477.007962118785
1744,25.0,698.7243869400593
1745,27.0,488.0899777117733
1746,26.0,476.57652478506975
1747,26.0,477.0823807065866
1748,26.0,476.5855309991738
1749,26.0,476.5760048847252
175,26.0,478.18504925777603
1750,26.0,463.78503005047895
1751,26.0,465.57677628367634
1752,26.0,434.80546352369595
1753,26.0,482.6286421465569
1754,25.0,1116.235583230763
1755,28.0,494.72933685084956
1756,26.0,476.58810835978727
1757,26.0,476.3891462675362
1758,26.0,480.0683773449273
1759,26.0,482.5142627739022
176,26.0,480.02701523908
1760,26.0,440.7226982771733
1761,26.0,477.11987492463504
1762,26.0,477.2115838050368
1763,26.0,477.10139864181497
1764,26.0,477.41061708479026
1765,26.0,479.71968004835077
1766,N/A,N/A
1767,26.0,481.0411070203017
1768,26.0,477.10227060021407
1769,26.0,477.3661316580995
177,26.0,481.178452696517
1770,34.0,2187.1325586242865
1771,26.0,550.8548411466986
1772,34.0,2142.8490009404723
1773,26.0,500.7081587835675
1774,26.0,476.8599099358243
1775,26.0,479.12986960454896
1776,26.0,461.5167502341434
1777,26.0,468.43572387037267
1778,26.0,476.7401674186443
1779,26.0,468.2780281744841
178,27.0,489.40198878042236
1780,26.0,477.3380249677769
1781,26.0,477.3302072978525
1782,26.0,473.9163415206794
1783,26.0,474.6587373300952
1784,26.0,476.16354784782857
1785,27.0,623.4739864148612
1786,27.0,623.4739864148612
1787,27.0,629.2286901711294
1788,27.0,644.1742089086124
1789,26.0,478.1773808397046
179,26.0,478.39970106694557
1790,26.0,476.2778388324111
1791,25.0,488.7204265997068
1792,26.0,480.3878560994038
1793,26.0,476.29057122680274
1794,29.0,551.9404294073249
1795,26.0,477.2641699212353
1796,26.0,477.9170324766715
1797,28.0,491.2340098180867
1798,29.0,498.5408300661336
1799,25.0,1116.049740658354
18,26.0,477.8223044361274
180,26.0,478.0418475856991
1800,26.0,481.4895033758747
1801,26.0,483.7329882927192
1802,26.0,476.78426672199583
1803,26.0,477.3664781557467
1804,26.0,477.92149709875554
1805,26.0,476.9369557558019
1806,30.0,526.5027184145807
1807,26.0,477.7045954062499
1808,26.0,499.28626248031117
1809,26.0,489.9248483902844
181,26.0,499.3061671344366
1810,26.0,476.5693399099506
1811,26.0,476.99633725771383
1812,26.0,476.7428751303329
1813,26.0,477.0777941538105
1814,26.0,488.5183925023799
1815,26.0,477.0192615147068
1816,26.0,475.51610606334725
1817,26.0,493.4391555035462
1818,25.0,469.84089257567007
1819,26.0,484.3816978833858
182,26.0,479.33542108488524
1820,26.0,457.408501061946
1821,26.0,479.10215174235054
1822,26.0,489.49350902175956
1823,26.0,476.64117449171704
1824,26.0,477.5415712503068
1825,26.0,476.9967279459021
1826,26.0,475.6877385370352
1827,26.0,477.20046983993484
1828,26.0,477.3519585237606
1829,26.0,491.1919484897242
183,26.0,459.2013122521148
1830,26.0,478.0921663366695
1831,26.0,477.490440213876
1832,28.0,514.8560520326332
1833,26.0,478.89655864956234
1834,28.0,505.4840886159562
1835,28.0,515.1477215578406
1836,26.0,476.5347494439074
1837,27.0,568.397424265929
1838,26.0,475.05338893950005
1839,27.0,590.590918363122
184,27.0,647.2967366674026
1840,26.0,457.2763456905094
1841,26.0,447.12224871928055
1842,26.0,450.0211907819613
1843,26.0,457.79429016230154
1844,26.0,478.0994266796273
1845,26.0,476.92945290134605
1846,27.0,479.6978630191119
1847,26.0,477.4850962403304
