index_number,failures,total_excess_load
1848,26.0,477.16685054717635
1849,26.0,477.18285676352986
185,26.0,477.2208757564148
1850,26.0,450.79209558650433
1851,26.0,453.1551453235396
1852,26.0,481.7075730972018
1853,26.0,477.41713556237505
1854,26.0,476.73842651366044
1855,26.0,476.7384285806959
1856,36.0,1686.9883487399466
1857,36.0,1686.998441398032
1858,26.0,501.6433783277806
1859,26.0,477.1694445398065
186,26.0,473.39302108542455
1860,26.0,501.64337832711317
1861,26.0,501.64337832711317
1862,26.0,477.19953952897737
1863,26.0,477.34377287660163
1864,26.0,476.8085822546781
1865,27.0,466.5296943354056
1866,28.0,482.6987944240716
1867,26.0,477.340885756009
1868,26.0,476.86450142699135
1869,26.0,474.1319234900778
187,N/A,N/A
1870,N/A,N/A
1871,26.0,476.94437259283563
1872,26.0,477.0304562868568
1873,26.0,473.9202110915765
1874,26.0,441.32435421680213
1875,26.0,424.26172409613207
1876,26.0,480.2198048377279
1877,26.0,477.03684397523716
1878,26.0,477.53915735287234
1879,26.0,478.43761884678827
188,26.0,478.74556217228144
1880,26.0,493.52677215816306
1881,26.0,494.1399832465196
1882,26.0,475.7706574275153
1883,26.0,483.9790434180478
1884,26.0,478.65459863847707
1885,27.0,485.787243102629
1886,26.0,478.6269312921475
1887,27.0,472.27794375440317
1888,26.0,463.99161635466265
1889,26.0,440.60928136324935
189,26.0,455.57446425998853
1890,26.0,448.063571487749
1891,27.0,416.3414541525908
1892,26.0,411.88701130682966
1893,26.0,476.99221858406463
1894,26.0,476.9935283234455
1895,26.0,476.566215270684
1896,26.0,476.566347787589
1897,25.0,547.6726501037951
1898,25.0,529.0298770223628
19,26.0,478.87985753236137
190,26.0,478.88716137652983
1900,26.0,491.81896985958065
1901,26.0,482.18412379889463
1902,26.0,484.59760941805825
1903,26.0,449.80175665756536
1904,26.0,479.3414657617933
1905,26.0,455.69037773925817
1906,26.0,465.9270257893528
1907,26.0,469.63519292205194
1908,26.0,440.650274515452
1909,26.0,479.77872044270254
191,26.0,479.77872044270254
1910,26.0,479.8179804885221
1911,26.0,485.03691991554933
1912,26.0,464.20110180099164
1913,27.0,505.9347844077713
1914,28.0,507.60078935306694
1915,27.0,508.9504328428527
1916,27.0,519.4743541191982
1917,27.0,498.9751806035482
1918,27.0,504.3717631067864
1919,26.0,479.8751048166365
192,26.0,477.4025099980408
1920,27.0,437.10741903097005
1921,26.0,460.33746170824725
1922,26.0,447.7917406032024
1923,26.0,484.1459887349628
1924,26.0,477.6451530463587
1925,26.0,484.14351533877976
1926,26.0,477.64515304686313
1927,26.0,480.928483538314
1928,26.0,476.9716751969017
1929,26.0,477.5883987139689
193,26.0,477.1537697688265
1930,26.0,480.6104959971648
1931,27.0,502.83678757284963
1932,26.0,479.3884160824604
1933,26.0,478.6883565627277
1934,27.0,503.9405359365973
1935,26.0,481.58920624397166
1936,26.0,476.4527672946545
1937,26.0,477.1487619458673
1938,26.0,476.91570365840005
1939,26.0,474.92508641137215
194,26.0,463.94153929213746
1940,26.0,484.88752964344405
1941,26.0,476.6911146324217
1942,25.0,485.06632796801154
1943,25.0,485.06632796801154
1944,25.0,482.7978264636015
1945,26.0,482.5714330892131
1946,26.0,479.71305724539
1947,26.0,479.71305724539
1948,26.0,476.56086038556066
1949,26.0,482.7444604515278
195,26.0,482.57143308944956
1950,26.0,476.67775977833634
1951,26.0,477.4014111902366
1952,26.0,477.2439222333322
1953,26.0,476.61089260366407
1954,26.0,477.41519019658523
1955,26.0,477.41549752541437
1956,26.0,470.1117885208303
1957,26.0,476.0396978925846
1958,26.0,476.6415458705956
1959,26.0,477.545999403337
196,26.0,477.9628993136604
1960,26.0,448.85670790463666
1961,26.0,476.9151667730851
1962,26.0,477.22233043184747
1963,26.0,477.4215423735842
1964,26.0,416.11997881822845
1965,26.0,476.5603432970556
1966,26.0,479.99148874483257
1967,26.0,477.8345363087323
1968,26.0,477.9500395803009
1969,26.0,476.84675269950213
197,26.0,500.9354641860067
1970,26.0,500.9154467486283
1971,26.0,439.9301815165412
1972,26.0,476.7558604969091
1973,26.0,476.8774742659607
1974,26.0,476.5972889682356
1975,26.0,477.03450101183
198,26.0,476.5837875609534
199,26.0,476.5698742245878
2,26.0,478.16687248332477
20,26.0,478.0205323619267
200,26.0,485.3481984710937
201,26.0,436.9754853590928
202,26.0,480.8371992378317
203,26.0,434.8211248468089
204,26.0,482.0258989429873
205,26.0,482.495268462211
206,26.0,483.81419634955256
207,26.0,482.0398659701939
208,26.0,482.51023747410466
209,26.0,483.81419634915085
21,28.0,725.8062462010928
210,28.0,730.0355176602184
211,28.0,769.4755091833395
212,28.0,746.529576433089
213,28.0,727.424064922583
214,27.0,659.1948716376114
215,26.0,476.2121324499523
216,26.0,476.9439256034927
217,26.0,447.60455318348346
218,26.0,455.9631339540447
219,26.0,477.1400200530435
22,26.0,479.5920319933189
220,26.0,480.15613124325677
221,26.0,486.0232122885092
222,29.0,603.5554186803113
223,27.0,529.7567745573677
224,26.0,444.4294415202516
225,26.0,477.00841973187903
226,26.0,476.9796063431096
227,26.0,476.8523241660371
228,26.0,476.7893848604473
229,26.0,456.4446915400035
23,26.0,477.48177828629184
230,26.0,476.33076700881736
231,26.0,458.51902250882756
232,26.0,458.1703725066438
233,26.0,456.886967855349
234,26.0,476.6334752804256
235,26.0,476.9939122152257
236,26.0,445.5071595858005
237,26.0,476.8841643452832
238,26.0,476.6291340207563
239,26.0,476.5985721365864
24,N/A,N/A
240,26.0,461.6780404942072
241,26.0,477.49623917677354
242,26.0,476.6675829633205
243,26.0,477.37734427346174
244,26.0,476.66957399919335
245,26.0,477.45248174780403
246,26.0,477.4133043706429
247,26.0,482.86537920302857
248,26.0,449.2677135092797
249,26.0,673.2259579343237
25,26.0,477.69146310863823
250,26.0,441.7638110850496
251,26.0,450.41692374797447
252,26.0,476.73902718897295
253,26.0,457.0731952313875
254,26.0,473.93806429557196
255,26.0,477.3803645424183
256,26.0,465.28668199590174
257,26.0,477.42331367158795
258,26.0,462.56956341902685
259,26.0,446.3111922757107
26,26.0,442.46819244766823
260,26.0,476.64765058251214
261,26.0,477.42709761512674
262,26.0,456.0705091540407
263,26.0,477.8288267861841
264,27.0,560.0263015876989
265,26.0,476.7726184543852
266,26.0,476.74364267656784
267,26.0,478.3016589777388
268,27.0,662.3050140669483
269,26.0,478.1738761532351
27,26.0,477.9736475690116
270,26.0,460.71841237081924
271,26.0,477.52388286435234
272,26.0,455.1542526423758
273,26.0,440.43140217532164
274,26.0,448.69728969359664
275,26.0,476.5603086719625
276,26.0,479.10996403164063
277,26.0,480.8162995949764
278,26.0,458.55750449428206
279,26.0,476.82010158113405
28,26.0,473.03148167334587
280,26.0,477.3898781689772
281,26.0,477.03926190052215
282,26.0,476.8140514469495
283,26.0,476.5861602503933
284,26.0,476.886583685305
285,26.0,462.19939143056865
286,26.0,478.3538738301919
287,26.0,479.7216276217147
288,26.0,461.1220733021785
289,26.0,483.19585895269364
29,26.0,480.4399268735593
290,26.0,468.76576761568333
291,26.0,479.90268975932247
292,26.0,476.79714151651046
293,26.0,476.67501455343825
294,26.0,461.42606817015604
295,26.0,460.43349608802816
296,26.0,471.8398644904478
297,26.0,481.7360414306925
298,26.0,486.1016818425542
299,26.0,476.5636531774971
3,26.0,463.57122223387347
30,26.0,476.66365053874017
300,26.0,465.6395979918174
301,26.0,452.3194845338726
302,26.0,476.65798503681674
303,26.0,470.0589359261598
304,28.0,490.6966489211658
305,28.0,490.69884133393083
306,28.0,493.41313021749636
307,26.0,478.0409746678358
308,25.0,469.6593501805469
309,26.0,452.60122383588305
31,24.0,455.2969386953129
310,26.0,476.7371735247342
311,26.0,477.1338044612142
312,26.0,476.3967308169051
313,26.0,477.6377248293059
314,26.0,480.979923270695
315,26.0,451.12743244188005
316,28.0,486.8106121478257
317,27.0,471.7933029123544
318,28.0,482.57681453987783
319,26.0,478.40608512401695
32,27.0,518.3573874254765
320,26.0,476.59903320086056
321,26.0,477.0328786764943
322,26.0,495.52197586142745
323,26.0,489.2027578287443
324,26.0,491.857961418342
325,26.0,479.80624753773765
326,26.0,479.80624753773765
327,26.0,479.7984227436326
328,26.0,479.7984356042143
329,26.0,476.63861486091014
33,26.0,477.0426960216227
330,26.0,474.2271271586926
331,26.0,473.1949470463697
332,26.0,472.131913591984
333,26.0,474.3885696689145
334,26.0,476.56131795491285
335,26.0,476.98081372365994
336,26.0,477.8138921409327
337,26.0,442.2346205410183
338,26.0,477.36999424709325
339,26.0,477.1094872556996
34,26.0,481.51561442006823
340,26.0,478.85731512123175
341,26.0,477.1895954536487
342,26.0,477.0902897405929
343,26.0,476.5848410577055
344,26.0,476.91707088825854
345,26.0,431.1284546813006
346,26.0,455.70125045534087
347,26.0,479.0437585592953
348,26.0,483.0167932557431
349,26.0,487.2555318837115
35,26.0,476.9448206953118
350,26.0,477.1756313594019
351,26.0,482.52107324806184
352,26.0,477.7316923300152
353,26.0,480.1458497881523
354,26.0,480.13787074572247
355,26.0,479.55684793991855
356,28.0,536.3025165568675
357,26.0,478.33924212508936
358,27.0,467.2457986469037
359,27.0,457.88902986965195
36,26.0,479.15628745302143
360,27.0,472.15682879737585
361,27.0,468.33027841563074
362,26.0,478.8571846952344
363,26.0,476.69961947235043
364,26.0,477.8424801314899
365,26.0,482.5193058426242
366,26.0,476.86335226952724
367,26.0,476.82877455191425
368,26.0,481.6556100959622
369,26.0,460.2994681544761
37,26.0,465.77250005958433
370,26.0,456.4280814738472
371,26.0,476.90216968528415
372,26.0,476.6457412065565
373,26.0,474.768007215677
374,26.0,493.0894537018129
375,26.0,479.37101746837453
376,26.0,519.0817316665498
377,26.0,459.9482334397489
378,26.0,478.28529653817856
379,26.0,476.8681476454842
38,26.0,478.03667727320277
380,26.0,477.8594410461365
381,26.0,476.861362166019
382,26.0,457.3333948773453
383,26.0,477.81477526540095
384,26.0,397.8105030829163
385,26.0,478.26203591265295
386,26.0,477.0872217095142
387,26.0,476.7555557687414
388,26.0,492.10526524230727
389,26.0,479.8552713521646
39,26.0,488.5239689539869
390,26.0,476.7514586240372
391,26.0,492.1508617196421
392,26.0,488.56905453775704
393,26.0,477.09664480104055
394,26.0,476.657644464026
395,26.0,451.0861970079808
396,26.0,479.03491052207556
397,26.0,476.6520856740556
398,26.0,450.56238164217746
399,26.0,476.6670626964726
4,26.0,459.6721587582324
40,26.0,476.6670626970616
400,26.0,473.077247989832
401,26.0,479.2816733987903
402,27.0,515.6813569989577
403,26.0,476.98730839366993
404,26.0,477.356175462407
405,26.0,474.4634907441331
406,28.0,513.386598243966
407,26.0,503.6075339176138
408,26.0,488.67087545900745
409,27.0,437.12575292307844
41,26.0,452.17004814833274
410,26.0,477.2569598163143
411,26.0,447.87681002476074
412,26.0,476.865730721647
413,26.0,483.797122517199
414,26.0,476.8413965809291
415,26.0,476.83854051166105
416,27.0,510.2054359600968
417,26.0,477.2982824351662
418,26.0,447.63903829541226
419,26.0,478.9361303769189
42,26.0,477.6226975994029
420,26.0,484.68418890747176
421,26.0,458.93372141161683
422,26.0,476.04234811338523
423,26.0,471.6229285855982
424,26.0,478.8546888682768
425,27.0,496.1408409995931
426,26.0,497.05003071473226
427,26.0,476.6605407046295
428,26.0,476.7202394143424
429,26.0,497.0500307147244
43,26.0,476.720239413821
430,26.0,497.05003071502324
431,26.0,476.56030867207687
432,26.0,476.66774421203553
433,26.0,479.4941586513969
434,26.0,439.2454439872173
435,26.0,476.94117245752443
436,26.0,439.13063564131625
437,26.0,476.94375775488453
438,26.0,476.95880514017085
439,26.0,481.441411736799
44,26.0,477.18114442232115
440,26.0,445.3945718884756
441,26.0,486.12795161124427
442,26.0,488.6308375881019
443,26.0,458.42080570567464
444,26.0,464.57940778702823
445,26.0,476.6832545930996
446,26.0,477.04512661622795
447,26.0,476.91263103480543
448,26.0,486.2900554217185
449,26.0,477.04749187378866
45,26.0,476.8930803376221
450,26.0,476.9634629946467
451,26.0,478.62577033042464
452,26.0,440.61652924311477
453,26.0,429.9241637418661
454,26.0,478.79185544366123
455,26.0,476.79910079369483
456,26.0,479.3527908239306
457,26.0,476.74693857331863
458,26.0,477.19441205395077
459,27.0,568.1344152742797
46,27.0,571.8189641990077
460,26.0,477.76686927152247
461,26.0,469.04639265078356
462,26.0,502.03662013559705
463,26.0,502.3375476414586
464,26.0,502.03662013550087
465,26.0,502.03648447121464
466,27.0,494.0558865797757
467,26.0,463.51712340521124
468,26.0,481.91471869341103
469,26.0,476.90001619296663
47,26.0,481.8469493909878
470,26.0,476.9002700976407
471,26.0,481.9147186925304
472,26.0,481.91471869304104
473,26.0,458.6788536112357
474,26.0,441.031068361252
475,26.0,478.02511281814304
476,26.0,486.2323002044909
477,26.0,476.88307227818376
478,26.0,440.5070853868116
479,26.0,478.9978498772124
48,26.0,476.78377951440154
480,26.0,477.75008657370785
481,26.0,477.0122424061641
482,26.0,476.8673813798197
483,26.0,476.76929877190656
484,26.0,478.6195297899908
485,26.0,476.78390561746124
486,27.0,622.7962416483132
487,26.0,482.1804415350128
488,27.0,486.6748414433482
489,27.0,622.796241647713
49,26.0,482.1978089770142
490,26.0,482.2411016897276
491,27.0,634.1923112092228
492,27.0,622.4286246933248
493,26.0,495.5161882844372
494,26.0,483.1755055637001
495,27.0,477.7521851230639
496,26.0,478.95726353396077
497,27.0,489.1434355380197
498,26.0,477.9987715152677
499,26.0,476.48075286041785
5,28.0,503.8995281273493
50,26.0,476.6445137424165
500,26.0,478.18642198516784
501,26.0,477.023060650625
502,26.0,477.3398312826803
503,26.0,477.3641734548183
504,26.0,476.8101798478158
505,26.0,476.5627125408468
506,26.0,481.4732917993148
507,26.0,475.33964528176
508,26.0,470.23856241509145
509,26.0,466.4534047101512
51,26.0,476.9221928518258
510,26.0,477.4622730868264
511,26.0,477.1438511768905
512,26.0,478.40116931307784
513,26.0,476.94376151621555
514,26.0,477.49181992140063
515,26.0,455.74994820826055
516,26.0,491.9204798241201
517,26.0,492.81569149963616
518,26.0,487.6411690333824
519,26.0,471.877532898599
52,26.0,476.67170419430374
520,26.0,466.3131919137747
521,26.0,478.29075180704484
522,25.0,447.2135869448832
523,26.0,469.0833168774777
524,26.0,472.9927290379849
525,26.0,477.4264363238136
526,26.0,477.4081406583254
527,26.0,497.50490270302316
528,26.0,504.12715050713075
529,27.0,499.274986031871
53,27.0,485.61405438377295
530,26.0,477.1773974975992
531,26.0,478.28249094004485
532,25.0,798.51030026938
533,31.0,1364.0845042202309
534,25.0,798.7266100196389
535,26.0,450.98421616771964
536,26.0,455.4579664543491
537,26.0,477.38762081965893
538,26.0,476.8927331957326
539,26.0,476.3367268472979
54,26.0,487.2030716664713
540,26.0,444.48934076165824
541,26.0,480.2086821438268
542,24.0,456.62811574961006
543,26.0,477.01496164526145
544,N/A,N/A
545,26.0,477.33688822978365
546,27.0,489.74695729735595
547,26.0,443.5729624762554
548,26.0,477.00690499974354
549,26.0,476.8819661996803
55,26.0,468.07068069482114
550,N/A,N/A
551,26.0,472.23019593358845
552,26.0,476.53731836494325
553,26.0,476.99502911259805
554,25.0,619.4334460138851
555,26.0,544.7975564655245
556,26.0,493.65312637961597
557,25.0,504.4899781152445
558,26.0,478.23133703828734
559,26.0,499.11684683602084
56,26.0,479.198937887968
560,26.0,455.8550424914775
561,26.0,477.4359879608181
562,26.0,448.4579006594538
563,26.0,478.03519009224027
564,26.0,485.3520829646878
565,26.0,406.1416917424259
566,26.0,478.8695418673731
567,29.0,536.2983158629772
568,27.0,503.4166172668997
569,29.0,536.2983158631928
57,27.0,503.4166172672493
570,26.0,477.9949009840768
571,26.0,475.90094484838534
572,26.0,470.73492774726463
573,26.0,478.8985775911812
574,26.0,485.2494469831401
575,26.0,477.32258408319876
576,26.0,473.80526999167506
577,26.0,476.0611836736624
578,26.0,485.3470490951615
579,26.0,476.6237886102318
58,26.0,462.04020178748027
580,26.0,460.6225243514535
581,26.0,457.736680988642
582,25.0,1117.3500099281637
583,29.0,497.58956651201675
584,26.0,478.3773765131623
585,27.0,480.174161462201
586,26.0,484.2998117647136
587,26.0,476.6040728651867
588,27.0,533.9144430662996
589,26.0,468.7533079484169
59,26.0,459.853345081078
590,26.0,477.6765483040753
591,26.0,477.4484067818743
592,26.0,467.9143488561584
593,26.0,477.8411853840268
594,26.0,440.0684404359836
595,26.0,477.2056729754113
596,26.0,478.46896151533554
597,26.0,478.4602146501096
598,26.0,499.14796061836
599,26.0,476.5603086722923
6,26.0,476.563161941139
60,26.0,476.60661598914356
600,26.0,477.2889015940751
601,26.0,478.1042964008455
602,26.0,477.76573948319214
603,26.0,480.8722882806504
604,26.0,477.5191612185249
605,27.0,588.5856309706196
606,26.0,842.20380445927
607,26.0,476.59915646119333
608,26.0,473.94422030036515
609,26.0,481.4367707956882
61,26.0,429.41465869896024
610,26.0,477.0412166670686
611,26.0,479.13679711561133
612,26.0,476.5676021617252
613,26.0,476.5676021617252
614,33.0,1474.5134804285376
615,33.0,1523.2697862943287
616,26.0,477.06612014892926
617,26.0,447.5646605317005
618,26.0,476.59485853566343
619,26.0,477.0320272243074
62,26.0,477.0353253550146
620,26.0,477.0032777694523
621,26.0,482.0560215538784
622,26.0,477.32682046070045
623,26.0,476.991960495042
624,26.0,476.8937091774246
625,26.0,476.9377703331097
626,26.0,454.9298091541525
627,28.0,486.53699260536496
628,28.0,486.574006800195
629,26.0,477.4410459636864
63,26.0,476.9636675140064
630,26.0,495.84232711551573
631,26.0,469.61475264963815
632,26.0,476.9059546767779
633,26.0,476.79035861948296
634,26.0,476.2133980788691
635,26.0,476.00663933483565
636,27.0,493.0189660945084
637,26.0,463.2327332733714
638,26.0,477.0909414414301
639,26.0,438.80858436219137
64,26.0,476.5616255647715
640,26.0,476.7574027279985
641,26.0,459.5036676017369
642,26.0,460.0085432849807
643,N/A,N/A
644,26.0,478.0230876738084
645,28.0,565.3035984226759
646,N/A,N/A
647,N/A,N/A
648,26.0,471.8256154111678
649,26.0,475.7406154997104
65,27.0,537.9872749958242
650,27.0,547.6465466695936
651,32.0,1844.511413736179
652,32.0,1844.5001598788454
653,26.0,478.8869940678724
654,26.0,463.33090191587996
655,26.0,476.70748161786094
656,26.0,474.5121595907391
657,26.0,477.4507659712309
658,26.0,453.40411906269867
659,26.0,476.25373049235094
66,26.0,476.77165869535474
660,26.0,446.62951352512925
661,26.0,474.1196298327649
662,26.0,474.50295423647725
663,26.0,477.5453733214329
664,26.0,474.1475608746854
665,26.0,477.51963979003233
666,26.0,479.2800268796763
667,26.0,477.05616590338815
668,26.0,478.9949383194345
669,26.0,478.27364388095714
67,26.0,479.1017529797779
670,26.0,478.435876154561
671,26.0,475.4775079132609
672,26.0,477.4531477292975
673,26.0,477.2045818291738
674,26.0,477.3448492820192
675,26.0,477.2038160141569
676,26.0,477.44590244269807
677,26.0,476.7528622530588
678,26.0,476.8788263195371
679,26.0,476.66002403290975
68,27.0,478.7706284226864
680,27.0,476.46614737334784
681,26.0,476.55853614714033
682,26.0,477.45924698166584
683,26.0,476.7078755247651
684,26.0,477.2585550638254
685,26.0,477.29698876075065
686,26.0,476.7317356192374
687,26.0,476.96924187395183
688,26.0,478.72644572855205
689,26.0,477.72597530226756
69,26.0,472.0256436294892
690,26.0,476.9026792947944
691,26.0,476.8059671051826
692,26.0,477.1059686998336
693,26.0,477.26424645531824
694,26.0,477.09806472497894
695,26.0,465.40774115772774
696,26.0,470.42044668614494
697,26.0,412.8687909454196
698,26.0,476.6407198921687
699,26.0,448.21782985966786
7,26.0,478.04780221727844
70,27.0,479.1148476222299
700,28.0,422.0212734569284
701,26.0,478.71020067002087
702,26.0,479.66546948486456
703,26.0,477.47771549948595
704,27.0,525.8195947353939
705,27.0,525.8269627887748
706,26.0,477.40156766992936
707,27.0,525.8314650158221
708,27.0,484.70715787928907
709,26.0,474.200050802334
71,26.0,476.76251939207776
710,26.0,476.8021916266242
711,26.0,486.9380359088443
712,26.0,486.8538979188554
713,26.0,476.92106653289954
714,26.0,474.32849094048663
715,26.0,482.9013925980503
716,26.0,482.0921767161359
717,28.0,490.17463326263504
718,28.0,491.2362816794208
719,28.0,490.1770767236143
72,26.0,468.2521172807649
720,26.0,478.02940677313376
721,26.0,477.73275983255996
722,26.0,476.69219685022404
723,26.0,481.50218886531593
724,26.0,464.48444641912045
725,26.0,491.8044893957746
726,26.0,492.5955102540088
727,26.0,481.49843834242165
728,26.0,458.36850109371966
729,26.0,450.78062734393086
73,26.0,465.66427177884293
730,26.0,477.89612459975854
731,26.0,480.55878894983863
732,26.0,480.62074759768814
733,26.0,477.7550760516182
734,25.0,493.0960758450748
735,26.0,460.99676366832267
736,26.0,456.5570401108782
737,27.0,478.12099117534024
738,28.0,494.06865175522523
739,26.0,478.28728553360037
74,26.0,477.9831726444608
740,26.0,477.7411810653275
741,26.0,477.8963443659263
742,26.0,475.7671722821729
743,26.0,477.1102456903731
744,26.0,476.6435770621268
745,26.0,484.09930986316175
746,26.0,490.33796181084693
747,26.0,484.1235291349945
748,26.0,490.4730955448085
749,26.0,479.82018185204873
75,26.0,519.1862691118893
750,26.0,479.7553208422974
751,26.0,479.59788407105214
752,26.0,486.89396125479
753,27.0,480.1104769572598
754,27.0,473.354790918291
755,26.0,470.5338001195672
756,27.0,525.8565769142638
757,26.0,478.00689270966853
758,26.0,477.0424796466478
759,26.0,466.32516330586463
76,26.0,477.0134979513458
760,26.0,477.00987025163886
761,26.0,489.14183349178103
762,26.0,476.90061070200164
763,27.0,493.8399630599468
764,26.0,483.33068024827395
765,26.0,474.314832140019
766,26.0,476.58207786253394
767,26.0,476.56845385144806
768,26.0,476.56845385144806
769,26.0,477.0437859659238
77,26.0,477.5750098180043
770,26.0,478.54411956670236
771,26.0,466.4644455479945
772,26.0,480.2546611536121
773,27.0,515.234317954895
774,26.0,479.8979409898725
775,26.0,478.27105856955524
776,26.0,476.8055986829828
777,26.0,476.6668900040296
778,26.0,476.3549090107379
779,26.0,472.74432165318933
78,26.0,473.9611481872108
780,25.0,570.8869030823789
781,25.0,570.8869030823789
782,26.0,474.4613787032746
783,26.0,473.1519207992929
784,26.0,453.54406267593197
785,26.0,477.1972394819934
786,25.0,494.15063715139775
787,27.0,480.43517874040293
788,26.0,450.13710539992053
789,26.0,477.8770504435299
79,27.0,509.5373769637233
790,26.0,480.4972843087035
791,26.0,446.3334252748448
792,26.0,462.903540362718
793,26.0,477.0558518315768
794,26.0,452.47576244258374
795,26.0,478.14945246630646
796,26.0,476.6150014073312
797,26.0,476.6126349689945
798,26.0,480.194729181223
799,26.0,481.47812399206214
8,26.0,478.87750384308265
80,26.0,477.08721294715883
800,26.0,476.8723722076215
801,26.0,479.47937944339174
802,26.0,477.1961654299012
803,26.0,477.82906836060954
804,27.0,463.2901506497911
805,26.0,445.9480046784507
806,28.0,512.8693636055575
807,26.0,470.17725564297797
808,30.0,1456.0429503999421
809,30.0,1461.5346592715164
81,26.0,478.9037373076774
810,27.0,482.26818154534755
811,26.0,476.9526257565464
812,26.0,477.14823352927056
813,26.0,477.36397531448034
814,28.0,498.8463270075864
815,26.0,476.5437690980406
816,26.0,476.59076966044745
817,26.0,476.59076966044745
818,26.0,476.6401350857515
819,26.0,455.81612191449733
82,26.0,426.94426517409585
820,26.0,477.58928605307364
821,26.0,430.1277800688362
822,26.0,462.6993781747293
823,26.0,461.5998526286724
824,26.0,496.71925814115565
825,26.0,478.4541275134108
826,29.0,589.0056103566354
827,26.0,488.6512824533446
828,26.0,479.74327639107315
829,26.0,488.64471829903425
83,26.0,488.6512824536275
830,26.0,478.57946571215
831,26.0,478.6124244204186
832,26.0,487.38777570165416
833,26.0,476.70143757376434
834,27.0,518.7217513247933
835,26.0,476.93740097224475
836,26.0,477.32886311155585
837,26.0,478.82444133222725
838,28.0,644.2884008399443
839,28.0,644.3300219045987
84,26.0,471.6998740890401
840,28.0,527.4210423572774
841,28.0,527.2373556113436
842,26.0,483.03789739621544
843,26.0,483.0384469540553
844,26.0,483.0169839326302
845,27.0,497.83140138968093
846,26.0,483.0169839325815
847,26.0,482.18331471738566
848,26.0,486.27283267454106
849,26.0,486.27283267454106
85,27.0,522.7365115867851
850,27.0,522.5649053285733
851,N/A,N/A
852,26.0,476.6142302172681
853,26.0,476.5866363797895
854,26.0,449.86910603483636
855,26.0,477.4957679079218
856,26.0,470.32187540877385
857,25.0,1117.5652866629
858,26.0,446.95302395306317
859,26.0,475.04234884193477
86,29.0,499.71113995037626
860,26.0,477.5063063021844
861,26.0,388.5310482244576
862,27.0,601.8348182500231
863,27.0,535.2460236919142
864,26.0,476.86196171043156
865,26.0,447.10253709706564
866,26.0,476.7044294413695
867,26.0,476.860644753146
868,26.0,478.16816513373385
869,26.0,478.9632282450176
87,26.0,477.3232423951617
870,26.0,476.9596613591815
871,26.0,480.20256759889605
872,26.0,476.76676347341345
873,26.0,477.47606871939496
874,26.0,476.8189321982556
875,28.0,498.84822822530947
876,26.0,443.98097546956325
877,26.0,396.9152412190533
878,26.0,476.6396647935252
879,26.0,480.64847727053495
88,N/A,N/A
880,26.0,476.7585318938716
881,26.0,475.4440774512145
882,26.0,476.79686110136043
883,26.0,451.0023670307637
884,26.0,476.63455512771367
885,26.0,419.61982051718746
886,26.0,474.77881735835246
887,26.0,440.78137357750995
888,26.0,476.9158994182318
889,26.0,483.10655497441985
89,26.0,477.0329117637941
890,26.0,476.68076706434437
891,26.0,476.9807982745934
892,26.0,477.0353627426091
893,26.0,477.01476674896537
894,26.0,498.31842836583485
895,26.0,498.31842836583485
896,26.0,492.7401194308983
897,26.0,481.1531752603887
898,26.0,474.7919580906166
899,26.0,504.4932165754529
9,26.0,487.2564722774548
90,26.0,496.78176846998525
900,26.0,480.2605283907335
901,26.0,480.161853386354
902,26.0,479.448668604098
903,26.0,479.23304492826884
904,26.0,480.95146629348193
905,27.0,483.60793529252254
906,27.0,483.37129578139843
907,26.0,481.8063906304788
908,27.0,480.1173886103038
909,27.0,480.417438344344
91,26.0,477.0035525077607
910,26.0,477.1787031760525
911,26.0,480.22899724008886
912,26.0,479.63182322269614
913,26.0,479.3299579567449
914,26.0,479.4808715344612
915,26.0,477.51053430486036
916,26.0,477.43427243767655
917,26.0,477.08799609165135
918,26.0,477.81015390590244
919,26.0,476.7715059299808
92,26.0,478.99627078356906
920,26.0,477.3816782661671
921,26.0,477.2822112029594
922,26.0,483.19290292916435
923,26.0,478.92050944313826
924,26.0,480.49719275424786
925,28.0,503.3836087076917
926,26.0,477.56845373647093
927,26.0,478.1126493277669
928,26.0,477.7806230695861
929,26.0,476.5111379692937
93,27.0,501.6662131600201
930,26.0,479.15268606034476
931,26.0,478.04041862822623
932,26.0,478.17290075883784
933,26.0,480.62616674006256
934,26.0,478.79492283064116
935,26.0,480.57919376514025
936,26.0,480.6518081401107
937,26.0,476.0672243835111
938,26.0,475.7418483532225
939,26.0,479.5309018758058
94,26.0,478.94417199426397
940,26.0,479.10711077029043
941,26.0,479.431448986031
942,26.0,479.37395405640723
943,27.0,456.50236682465555
944,27.0,456.6899063746191
945,26.0,485.23807674487307
946,26.0,479.31852429415585
947,24.0,459.2383237446195
948,26.0,482.6598247906727
949,26.0,477.63442017919834
95,25.0,474.9529499086297
950,26.0,479.48501896120456
951,26.0,479.36403655268873
952,24.0,459.22553935896434
953,24.0,462.6142055264977
954,24.0,462.1657368418212
955,26.0,477.53193991876987
956,26.0,476.5773930401543
957,26.0,477.60428302531574
958,26.0,477.87190525939496
959,26.0,489.5568067177611
96,26.0,489.81842616112453
960,27.0,482.546892935874
961,27.0,482.77927162131687
962,26.0,478.84234755916077
963,26.0,479.65116378759643
964,26.0,477.9436174015068
965,26.0,477.9650150621542
966,26.0,479.45663570550914
967,26.0,477.9575214228319
